,Sterman soil,SC_OP trf_linear  soil,SC_OP trf_linear (constrained) soil,SC_OP trf_soft_l1 (constrained) soil,SC_OP trf_huber (constrained) soil,SC_OP trf_cauchy (constrained) soil
42,61.29605147927093,65.98403098770066,62.32887725497833,62.79535521438928,62.92536016905301,63.27521765647217
43,61.39705379224948,66.09473320719708,62.42684224408917,62.88424545623577,63.01252370897817,63.354675850301845
44,61.50453311999928,66.20829059720329,62.53028740166006,62.97794019489908,63.10431088933886,63.43820104890999
45,61.6183782384928,66.3246662819893,62.639123098450746,63.076365513966635,63.20065074067558,63.525733902695436
46,61.73847841703051,66.4438235076305,62.7532602690268,63.17944780615352,63.30147263837,63.61721525463695
47,61.86472344872306,66.5657256523869,62.872610428812656,63.28711378989888,63.40670631936757,63.712586156708504
48,61.99700368013257,66.69033623670042,62.997085690361125,63.39929052559811,63.51628189826816,63.81178788588302
49,62.135210040060684,66.81761893281794,63.12659877885821,63.51590543145953,63.63012988279491,63.914761959715364
50,62.27923406747301,66.94753757404727,63.26106304688098,63.63688629897523,63.74818118865104,64.0214501514963
51,62.4289679385509,67.08005616365337,63.40039248842608,63.76216130799655,63.87036715377442,64.13179450497064
